book_id,original_title,norm_title
13532173,Prince of Cats,prince of cats
13532177,Brightest Day Vol. 3,brightest day vol. 3
13532178,American Vampire Vol. 3,american vampire vol. 3
13492048,Kungfu Boy #8,kungfu boy #8
13492041,Kungfu Boy #7,kungfu boy #7
3042292,Big Guy,big guy
30181907,Lady Death: Chaos Rules #1,lady death: chaos rules #1
11942876,"De la brièveté de la vie (Zombies, #2)","de la brièveté de la vie (zombies, #2)"
13617076,Memórias d'além-espaço,memórias d'além-espaço
18444226,Bumf Vol. 1: I Buggered The Kaiser,bumf vol. 1: i buggered the kaiser
18444225,The Mythology of S. Clay Wilson - Volume 1: Pirates in the Heartland,the mythology of s. clay wilson - volume 1: pirates in the heartland
18444224,Sock Monkey: Into the Deep Woods,sock monkey: into the deep woods
18444223,Buddy Buys A Dump,buddy buys a dump
18444221,Megahex,megahex
18444220,"Uncle Scrooge and Donald Duck: The Son of the Sun (The Don Rosa Library, #1)","uncle scrooge and donald duck: the son of the sun (the don rosa library, #1)"
18444228,"Wandering Son, Vol. 7","wandering son, vol. 7"
30298756,"Death Note, Vol. 4: Love (Death Note, #4)","death note, vol. 4: love (death note, #4)"
12254840,Tour d'Europe: The Yoga of Road Cycling,tour d'europe: the yoga of road cycling
105967,"Ultimate Spider-Man, Volume 17: Clone Saga","ultimate spider-man, volume 17: clone saga"
105966,"Alias, Vol. 4: The Secret Origins of Jessica Jones","alias, vol. 4: the secret origins of jessica jones"
105961,"The New Avengers, Volume 1: Breakout","the new avengers, volume 1: breakout"
105960,"Powers, Vol. 10: Cosmic","powers, vol. 10: cosmic"
105963,"The New Avengers, Volume 4: The Collective","the new avengers, volume 4: the collective"
105962,"Ultimate Annuals, Volume 1","ultimate annuals, volume 1"
105969,Avengers: Disassembled,avengers: disassembled
105968,"The New Avengers, Volume 5: Civil War","the new avengers, volume 5: civil war"
6309128,Captain America: Truth,captain america: truth
26346832,Die drei ??? und der dreiäugige Totenkopf: Graphic Novel,die drei ??? und der dreiäugige totenkopf: graphic novel
754080,"Marvel Comics Presents: Wolverine, Vol. 1","marvel comics presents: wolverine, vol. 1"
754081,"Marvel Masterworks: Atlas Era Tales of Suspense, Vol. 1","marvel masterworks: atlas era tales of suspense, vol. 1"
754086,"Marvel Masterworks: Golden Age Sub-Mariner, Vol. 1","marvel masterworks: golden age sub-mariner, vol. 1"
754085,"Captain Marvel, Vol. 4: Odyssey","captain marvel, vol. 4: odyssey"
1117584,Boy. Girl. Boy. Girl.,boy. girl. boy. girl.
30423014,In the Trenches,in the trenches
34097402,Death of Hawkman (2016-) #5,death of hawkman (2016-) #5
383520,"Billy Hazelnuts (Billy Hazelnuts, #1)","billy hazelnuts (billy hazelnuts, #1)"
383529,Premillennial Maakies: The First Five Years,premillennial maakies: the first five years
1045907,Cobalt-60,cobalt-60
67269,Typographie =: Typography,typographie =: typography
2613598,ClanDestine Classic,clandestine classic
785820,Introducing Quantum Theory,introducing quantum theory
25465897,"Nova, Vol. 2: Knowhere","nova, vol. 2: knowhere"
35826358,"Traço de Giz (Colecção Novela Gráfica III, #2)","traço de giz (colecção novela gráfica iii, #2)"
16103553,Anna Mercury #1: La lancia,anna mercury #1: la lancia
16103554,Level up,level up
330360,"Harlem Beat, Number 9","harlem beat, number 9"
25362568,Convergence: Aquaman #1,convergence: aquaman #1
8429651,Superman: War of the Supermen,superman: war of the supermen
6798085,School Rumble Vol. 2,school rumble vol. 2
25466903,iZOMBIE (2010-) #7,izombie (2010-) #7
16190521,Hot Blooded Girl,hot blooded girl
36302,"Bobobo-bo bo-bobo, Volume 1","bobobo-bo bo-bobo, volume 1"
2191893,New Engineering,new engineering
16163027,"Saver, Volume 15","saver, volume 15"
16163026,"Saver, Volume 14","saver, volume 14"
16163025,"Saver, Volume 13","saver, volume 13"
16163023,"Saver, Volume 12","saver, volume 12"
22601788,The Reich's Damned (Wunderwaffen #3),the reich's damned (wunderwaffen #3)
24382297,Nightwing (1996-2009) #15,nightwing (1996-2009) #15
20235117,The Sandman #38: The Hunt,the sandman #38: the hunt
26990713,Rat Queens #11,rat queens #11
2116747,namaku miiko! 3,namaku miiko! 3
9736792,"Trinity Blood, Tome 10","trinity blood, tome 10"
6087299,"Buffy the Vampire Slayer: Omnibus, Vol. 2","buffy the vampire slayer: omnibus, vol. 2"
4933262,Kiichi and the Magic Books Vol. 1 (Kiichi and the Magic Books),kiichi and the magic books vol. 1 (kiichi and the magic books)
34050718,"Delicious in Dungeon, Vol. 2","delicious in dungeon, vol. 2"
18892304,300,300
5952775,"Gwalchmei le héros (Arthur, une épopée celtique, #3)","gwalchmei le héros (arthur, une épopée celtique, #3)"
6125121,Aliens: Book One,aliens: book one
29407460,Not Drunk Enough - Vol. 1,not drunk enough - vol. 1
3183874,"20th Century Boys, 19 (20th Century Boys, #19)","20th century boys, 19 (20th century boys, #19)"
3055305,What is Branding?,what is branding?
18369577,Im Land der Bücher,im land der bücher
34662822,Green Lanterns Vol. 3: Polarity,green lanterns vol. 3: polarity
6534922,Yearbooks,yearbooks
21870088,"Angel & Faith: Where the River Meets the Sea (Season 10, #1)","angel & faith: where the river meets the sea (season 10, #1)"
21870089,"Lobster Johnson, Vol. 4: Get the Lobster","lobster johnson, vol. 4: get the lobster"
19437387,Batman Detective Comics #2,batman detective comics #2
13635297,D.O.G.S. of Mars,d.o.g.s. of mars
25113095,Shattered Empire,shattered empire
24042598,He-Man: The Eternity War (2015-) #1 (He-Man: The Eternity War (2014-)),he-man: the eternity war (2015-) #1 (he-man: the eternity war (2014-))
16100988,"Class Pets (Missy's Super Duper Royal Deluxe, #2)","class pets (missy's super duper royal deluxe, #2)"
33311989,"Die Proklamation des Beginns (One Piece, #80)","die proklamation des beginns (one piece, #80)"
16100986,"Class Pets (Missy's Super Duper Royal Deluxe, #2)","class pets (missy's super duper royal deluxe, #2)"
2460776,The Hero Factor,the hero factor
3430784,"Two Flowers for the Dragon, Vol. 2","two flowers for the dragon, vol. 2"
22007776,Duke nukem forever,duke nukem forever
11156279,"Detective Frankenstein (Twisted Journeys, #17)","detective frankenstein (twisted journeys, #17)"
23212241,"Buffy the Vampire Slayer: Season 9, Volume 2","buffy the vampire slayer: season 9, volume 2"
1647503,Challengers of the Unknown,challengers of the unknown
15985904,"Dantalian no Shoka, Vol. 03","dantalian no shoka, vol. 03"
1461020,The Cat That Changed My Life: 50 Cats Talk Candidly about How They Became Who They Are,the cat that changed my life: 50 cats talk candidly about how they became who they are
21532197,Pariah Volume 2,pariah volume 2
202359,Ray Bradbury Chronicles: Alien Terror (The Ray Bradbury Chronicles #5),ray bradbury chronicles: alien terror (the ray bradbury chronicles #5)
471899,"The Sandman, Vol. 5: A Game of You (The Sandman, #5)","the sandman, vol. 5: a game of you (the sandman, #5)"
1151315,"DMZ, Vol. 3: Public Works","dmz, vol. 3: public works"
2638001,To Heart: Volume 2,to heart: volume 2
9694287,Intervista a Pasolini,intervista a pasolini
6387353,De scepter van Ottokar (Kuifje #7),de scepter van ottokar (kuifje #7)
22773192,Legends of the Dark Knight #1,legends of the dark knight #1
15988747,Ogni cosa,ogni cosa
18178060,The Art of Alice Madness Returns,the art of alice madness returns
5651199,Strontium Dog: The Kreeler Conspiracy,strontium dog: the kreeler conspiracy
26891938,Lara Croft and the Frozen Omen #1,lara croft and the frozen omen #1
22495477,Dream Life: A Late Coming of Age,dream life: a late coming of age
10191063,"The Lovecraft Anthology, Volume 1","the lovecraft anthology, volume 1"
17999159,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","hyperbole and a half: unfortunate situations, flawed coping mechanisms, mayhem, and other things that happened"
324952,House of M: Mutopia X,house of m: mutopia x
324950,House of M: Uncanny X-Men,house of m: uncanny x-men
9212168,The Sons of Liberty #2: Death and Taxes,the sons of liberty #2: death and taxes
1722690,"Naoki Urasawa's Monster, Volume 14: That Night (Naoki Urasawa's Monster, #14)","naoki urasawa's monster, volume 14: that night (naoki urasawa's monster, #14)"
28111728,Sooner or Later,sooner or later
19282305,Grace Randolph's Supurbia #12,grace randolph's supurbia #12
29523519,100% Marvel. La imbatible Chica Ardilla. 1 Poder Ardilla. (La imbatible Chica Ardilla #1),100% marvel. la imbatible chica ardilla. 1 poder ardilla. (la imbatible chica ardilla #1)
28230783,Ontboezemingen,ontboezemingen
307448,The Fixer: A Story from Sarajevo,the fixer: a story from sarajevo
1285416,Sequence,sequence
17670202,媚薬カフェ 3 [Biyaku Café 3],媚薬カフェ 3 [biyaku café 3]
68382,"The Crystal Shard: The Graphic Novel (Legend of Drizzt: The Graphic Novel, #4)","the crystal shard: the graphic novel (legend of drizzt: the graphic novel, #4)"
30653194,"Patsy Walker, A.K.A. Hellcat! #7","patsy walker, a.k.a. hellcat! #7"
11539649,"The Walking Dead, Issue #42","the walking dead, issue #42"
9124503,"Une Tombe en Béton (Hombre la Genese, #1)","une tombe en béton (hombre la genese, #1)"
28472845,"Ore Monogatari!! ¡¡Mi historia de amor!! vol. 1 (Ore Monogatari, #1)","ore monogatari!! ¡¡mi historia de amor!! vol. 1 (ore monogatari, #1)"
3878553,Nothing Nice to Say,nothing nice to say
16161834,Secret Service - Maison de Ayakashi T4,secret service - maison de ayakashi t4
26001507,The Adventures of Aero-Girl #1,the adventures of aero-girl #1
15841926,JLA: Earth 2,jla: earth 2
5741068,"Okko, Tome 2 :  Le cycle de l'eau II (Okko #2)","okko, tome 2 : le cycle de l'eau ii (okko #2)"
8110335,"A Man Called Kev. Writer, Garth Ennis","a man called kev. writer, garth ennis"
18221948,Daggers Drawn: 35 Years of Kal Cartoons in The Economist,daggers drawn: 35 years of kal cartoons in the economist
6518435,V niin kuin verikosto,v niin kuin verikosto
16088986,"Mustan kullan maa (Tintin seikkailut, #11)","mustan kullan maa (tintin seikkailut, #11)"
17924071,Sabrina the Teenage Witch: The Magic Within #1,sabrina the teenage witch: the magic within #1
17785948,Avengers: The Complete Collection by Geoff Johns - Volume 2,avengers: the complete collection by geoff johns - volume 2
25155808,"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)","scott pilgrim's precious little life (scott pilgrim, #1)"
22500978,"High School DxD, Vol. 4","high school dxd, vol. 4"
1602313,Serenity--Stepping Out,serenity--stepping out
11464905,Elephantmen Volume 2: Fatal Diseases,elephantmen volume 2: fatal diseases
18597631,"Stenväktaren (Amulett, #1)","stenväktaren (amulett, #1)"
23789809,"Birthright, Vol. 1: Homecoming","birthright, vol. 1: homecoming"
16151003,Crveni alarm,crveni alarm
4283373,"Petualangan Tintin : Tintin Dan Cerutu Sang Firaun  (Tintin, #4)","petualangan tintin : tintin dan cerutu sang firaun (tintin, #4)"
768388,Marville Volume 1 TPB,marville volume 1 tpb
35627122,"Moving forward (Moving forward, #4)","moving forward (moving forward, #4)"
12419455,"AMETHYST Princess of Gemworld, #1","amethyst princess of gemworld, #1"
23156968,Kriminal n. 10: Maggio 1967 – Luglio 1967,kriminal n. 10: maggio 1967 – luglio 1967
326106,"The Devil Does Exist, Volume 7","the devil does exist, volume 7"
326107,"The Devil Does Exist, Volume 5","the devil does exist, volume 5"
326104,"The Devil Does Exist, Volume 10","the devil does exist, volume 10"
5535923,Divalicious!: Volume 2,divalicious!: volume 2
11737368,How 2 Be Awsum: A LOLcat Guide 2 Life,how 2 be awsum: a lolcat guide 2 life
31785578,Batman: Killing Joke Deluxe Edition,batman: killing joke deluxe edition
1346995,"It Must Be Nice to Be Little (For Better or For Worse, #3)","it must be nice to be little (for better or for worse, #3)"
7344474,Star Wars: Dark Times vol. 1 - Path to Nowhere,star wars: dark times vol. 1 - path to nowhere
27833704,Dream Gang,dream gang
27833707,Aliens 30th Anniversary: The Original Comics Series,aliens 30th anniversary: the original comics series
20639915,Ninja Girls 2,ninja girls 2
20639918,One Piece Vol. 69,one piece vol. 69
20746832,Arago Vol. 4,arago vol. 4
25387876,"Inheritance (The Cemetery Girl Trilogy, #2)","inheritance (the cemetery girl trilogy, #2)"
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,the essential calvin and hobbes: a calvin and hobbes treasury
15981186,Heart Strings,heart strings
29480240,Stumptown Vol. 3 #1,stumptown vol. 3 #1
17368866,Before Watchmen: Ozymandias #5 (Before Watchmen: Ozymandias #5),before watchmen: ozymandias #5 (before watchmen: ozymandias #5)
53179,Abandon the Old in Tokyo,abandon the old in tokyo
53178,The Push Man and Other Stories,the push man and other stories
1762424,"Nova, Volume 1: Annihilation: Conquest","nova, volume 1: annihilation: conquest"
236456,Need More Love,need more love
26214759,Thors #3,thors #3
28863373,Disney Winnie the Pooh Cinestory Comic: Collector's Edition,disney winnie the pooh cinestory comic: collector's edition
36109303,Secret Empire (2017) #9 (of 10),secret empire (2017) #9 (of 10)
28863379,Disney Gravity Falls Cinestory Comic Vol. 2,disney gravity falls cinestory comic vol. 2
20417647,"The Walking Dead, Vol. 3: Safety Behind Bars","the walking dead, vol. 3: safety behind bars"
15833498,"Soul Eater, Vol. 22 (Soul Eater, #22)","soul eater, vol. 22 (soul eater, #22)"
161146,"Princess Ai: Evolution (Princess Ai, #3)","princess ai: evolution (princess ai, #3)"
730427,Selfish Love: Book 1,selfish love: book 1
18141362,My Handsome Brothers,my handsome brothers
445422,Soulwind V,soulwind v
24824133,Green Lantern #39,green lantern #39
6442712,"宇宙兄弟 2 [Uchuu Kyoudai 2] (Space Brothers, #2)","宇宙兄弟 2 [uchuu kyoudai 2] (space brothers, #2)"
2279896,Batman: Murder at Wayne Manor: An Interactive Mystery,batman: murder at wayne manor: an interactive mystery
24960,Dark Force Rising,dark force rising
16190365,The Bark in Space,the bark in space
28689452,Dreaming Eagles #1,dreaming eagles #1
10835814,Dylan Dog n. 251: Il guardiano del faro,dylan dog n. 251: il guardiano del faro
10166190,"Terassilla tarkenee (Viivi ja Wagner, #11)","terassilla tarkenee (viivi ja wagner, #11)"
1706499,Ethel & Ernest,ethel & ernest
8437281,"Rocky, Volym 14 (Rocky, #14)","rocky, volym 14 (rocky, #14)"
8437287,"Rocky, Volym 15 (Rocky, #15)","rocky, volym 15 (rocky, #15)"
1706497,Ethel & Ernest,ethel & ernest
16094173,Lepakkoelämää II,lepakkoelämää ii
29543631,Deadpool (1997-2002) #21,deadpool (1997-2002) #21
18906761,"Captain America Vol. 1: Winter Soldier, Book One: Winter Soldier v. 1","captain america vol. 1: winter soldier, book one: winter soldier v. 1"
10445920,The Duchess Ranch of old John Ware,the duchess ranch of old john ware
18906765,New Avengers Vol.5: Civil War,new avengers vol.5: civil war
25786007,The Amazing World of Gumball Vol. 2,the amazing world of gumball vol. 2
5491635,Slaine - The Books of Invasions: Moloch and Golamh v. 1,slaine - the books of invasions: moloch and golamh v. 1
25341277,Towerkind,towerkind
24233629,"Cucumber Quest, Vol. 3 (Cucumber Quest, #3)","cucumber quest, vol. 3 (cucumber quest, #3)"
1612780,"The Collected Fantasies, Vol. 5: The Gardens of Aedena (The Collected Fantasies of Jean Giraud, #5)","the collected fantasies, vol. 5: the gardens of aedena (the collected fantasies of jean giraud, #5)"
30777019,The Living Weapons,the living weapons
6047110,"The Dark Tower, Volume 2 (2 of 5): The Long Road Home","the dark tower, volume 2 (2 of 5): the long road home"
20556968,X-Men: Curse of the Mutants,x-men: curse of the mutants
1756262,Associated Student Bodies,associated student bodies
8977891,Romeo and Juliet: The Graphic Novel,romeo and juliet: the graphic novel
6676791,"Criminal: The Deluxe Edition, Vol. 1","criminal: the deluxe edition, vol. 1"
18718921,Asterix bei den Pikten,asterix bei den pikten
32860002,Sonic Mega Drive: Next Level #1,sonic mega drive: next level #1
28603197,"Corpse Party: Blood Covered, Vol. 2","corpse party: blood covered, vol. 2"
28603194,"BTOOOM!, Vol. 14","btooom!, vol. 14"
8579803,"The Starman Omnibus, Vol. 6","the starman omnibus, vol. 6"
30181595,"Avengers vs. X-Men, Part 2 (Marvel Ultimate Graphic Novels Collection)","avengers vs. x-men, part 2 (marvel ultimate graphic novels collection)"
1288885,Free Soul,free soul
21766130,"Buonanotte, Punpun #11","buonanotte, punpun #11"
25717553,"Archer & Armstrong, Volume 7: The One Percent and Other Tales","archer & armstrong, volume 7: the one percent and other tales"
32951276,La herencia de la ira,la herencia de la ira
2195703,ماجراهای تن تن و میلو جلد 18 : ماجرای تورنسل,ماجراهای تن تن و میلو جلد 18 : ماجرای تورنسل
13378879,Γερνάει καλύτερα όποιος γερνάει τελευταίος,γερνάει καλύτερα όποιος γερνάει τελευταίος
2307527,"Chikyu Misaki, Volume 1","chikyu misaki, volume 1"
16075920,Genius,genius
24946765,The Ballad of Nancy April: Shawnadithit,the ballad of nancy april: shawnadithit
17737463,Der Schimpansenkomplex 01 - Paradoxon,der schimpansenkomplex 01 - paradoxon
17190814,"Kettricken (De boeken van de zieners, #3)","kettricken (de boeken van de zieners, #3)"
4735955,Housewives at Play: All Access,housewives at play: all access
25264699,Tomb Raider Volume 3: Queen of Serpents,tomb raider volume 3: queen of serpents
12299610,Snatch Comics Treasury,snatch comics treasury
1586905,"Fruits Basket, Vol. 20","fruits basket, vol. 20"
18686348,En hamsters dagbok - Edward 1990–1990,en hamsters dagbok - edward 1990–1990
612764,This Will All End in Tears,this will all end in tears
2898548,How an Economy Grows and Why It Doesn't,how an economy grows and why it doesn't
13151410,Archie Meets KISS,archie meets kiss
2658405,Re-Gifters,re-gifters
22259501,"Daredevil by Mark Waid, Vol. 7","daredevil by mark waid, vol. 7"
22259500,"Captain America, Vol. 3: Loose Nuke","captain america, vol. 3: loose nuke"
22259503,Captain America: The Death of Captain America Prose Novel,captain america: the death of captain america prose novel
22259502,"Thunderbolts, Volume 5: Punisher vs. the Thunderbolts","thunderbolts, volume 5: punisher vs. the thunderbolts"
22259504,Silver Surfer Epic Collection: When Calls Galactus,silver surfer epic collection: when calls galactus
22259507,"Deadpool Classic, Vol. 10","deadpool classic, vol. 10"
13552154,O Paraíso de Zahra,o paraíso de zahra
18376421,Best of EC - Artist's Edition: Volume 1,best of ec - artist's edition: volume 1
3288189,The Color of Love,the color of love
9677361,Genius Family Company Vol. 4,genius family company vol. 4
9187104,The Adventures of Huckleberry Finn (Campfire Graphic Novel),the adventures of huckleberry finn (campfire graphic novel)
32041296,"Deathstroke #2 (Deathstroke 2016, #2)","deathstroke #2 (deathstroke 2016, #2)"
1620836,Retro Graphics: A Visual Sourcebook to 100 Years of Graphic Design,retro graphics: a visual sourcebook to 100 years of graphic design
3065483,"Switch, Vol. 2","switch, vol. 2"
6473080,Soul Kiss,soul kiss
23128435,"Sailor Moon, Vol. 04 (Pretty Guardian Sailor Moon Renewal Editions #4)","sailor moon, vol. 04 (pretty guardian sailor moon renewal editions #4)"
16069092,神様はじめました 14 [Kamisama Hajimemashita 14],神様はじめました 14 [kamisama hajimemashita 14]
13648871,Herra Mäyränen ja rouva Repolainen,herra mäyränen ja rouva repolainen
36407930,Sheena: Queen Of The Jungle #1,sheena: queen of the jungle #1
13648878,Berserk Collection n. 1,berserk collection n. 1
17559277,"The Cursed Jewel (WINX Club, Vol. 9)","the cursed jewel (winx club, vol. 9)"
29521630,ジャッカス! ～触っていいって誰が言ったよ?～ [Jackass! - Sawatte Ii tte Dare ga Itta yo?],ジャッカス! ～触っていいって誰が言ったよ?～ [jackass! - sawatte ii tte dare ga itta yo?]
34313440,علم النفس التطوري : دليل مصور يحكي قصة تطور العقل البشري,علم النفس التطوري : دليل مصور يحكي قصة تطور العقل البشري
20518040,Wolverine: Logan,wolverine: logan
13077069,Hiki,hiki
666838,Spider-Man 3: Spider-Man's New Suit,spider-man 3: spider-man's new suit
7115640,Qu'elle Était Bleue Ma Vallée,qu'elle était bleue ma vallée
11197330,Farscape Vol. 6: Compulsions,farscape vol. 6: compulsions
10362345,Sutorobo Ejji: 10,sutorobo ejji: 10
10362346,となりの怪物くん 6 [Tonari no Kaibutsu-kun 6],となりの怪物くん 6 [tonari no kaibutsu-kun 6]
1784922,Sheba - Volume Two: The Falcon and the Flame,sheba - volume two: the falcon and the flame
36363564,Red Sonja #8,red sonja #8
28466167,"Avant l'Enfant-Minuit (Seuls, #9)","avant l'enfant-minuit (seuls, #9)"
28188083,Manuale delle Giovani Marmotte,manuale delle giovani marmotte
6739989,Harlem Beat Vol. 11,harlem beat vol. 11
28176180,New Romancer #1,new romancer #1
35281180,Wolverine: Evoluzione,wolverine: evoluzione
7966521,Capitán Harlock 3,capitán harlock 3
13379666,"Spider-Man: The Complete Ben Reilly Epic, Book 5","spider-man: the complete ben reilly epic, book 5"
23123288,V-Wars #3,v-wars #3
6811720,"Nightmare Luffy (One Piece, #49)","nightmare luffy (one piece, #49)"
26802072,"Batgirl #44 (The New 52 Batgirl, #44)","batgirl #44 (the new 52 batgirl, #44)"
13012646,Gus: Ernest,gus: ernest
31275323,Haunted Mansion (2016) #5 (of 5),haunted mansion (2016) #5 (of 5)
3103025,"Magic Knight Rayearth II, Bd. 6. Starke Herzen","magic knight rayearth ii, bd. 6. starke herzen"
7437204,"Welcome to the NHK, #5","welcome to the nhk, #5"
1587978,Bardín the Superrealist,bardín the superrealist
9260833,Star Trek Annual 1973,star trek annual 1973
15811145,The Elements of Typographic Style: Version 4.0,the elements of typographic style: version 4.0
19487663,Freud. Una biografia a fumetti,freud. una biografia a fumetti
2202598,"OK, Let's Stand Up! (One Piece, #10)","ok, let's stand up! (one piece, #10)"
29100739,"Calvin und Hobbes: Von Tigern, Teufelskerlen und nervigen Vätern","calvin und hobbes: von tigern, teufelskerlen und nervigen vätern"
7781336,"World of Warcraft, Vol. 3","world of warcraft, vol. 3"
20418045,"Amour mortel (Les Légendaires, #15)","amour mortel (les légendaires, #15)"
30642329,Orfani - Nuovo mondo n. 9: Frammenti,orfani - nuovo mondo n. 9: frammenti
7880646,Eyeshield 21 Vol. 35: The World Is Mine,eyeshield 21 vol. 35: the world is mine
6251245,"Rosario + Vampire, Tome 9 (Rosario+Vampire, #9)","rosario + vampire, tome 9 (rosario+vampire, #9)"
23497652,The Invincible Iron Man: The Tragedy and The Triumph (Marvel Ultimate Graphic Novels Collection),the invincible iron man: the tragedy and the triumph (marvel ultimate graphic novels collection)
21423736,Onnea & syanidia 2: Jäätelöä & surua,onnea & syanidia 2: jäätelöä & surua
22861,"Your and My Secret, Vol. 1","your and my secret, vol. 1"
16155201,"Shounen Oujo (少年王女,  #2)","shounen oujo (少年王女, #2)"
31366978,"Detective Comics #938 (Detective Comics 2016, #5)","detective comics #938 (detective comics 2016, #5)"
12309315,"Blue Exorcist, Vol. 6","blue exorcist, vol. 6"
27804419,Mirror's Edge: Exordium #3,mirror's edge: exordium #3
32783726,Ms. Marvel (2015-) #12,ms. marvel (2015-) #12
13041520,Vam,vam
20434337,Rebetiko,rebetiko
13361544,Batman: The Dark Knight Strikes Again,batman: the dark knight strikes again
9682445,"Le Cycle d'Anathos: Renaissance (Les Légendaires, #12)","le cycle d'anathos: renaissance (les légendaires, #12)"
13361543,Batman: Dark Victory,batman: dark victory
138190,The Flash: Terminal Velocity,the flash: terminal velocity
7196112,"Twinkle Stars, Tome 4","twinkle stars, tome 4"
20761059,Je sais que tu viendras... (Sambre #2),je sais que tu viendras... (sambre #2)
10919425,"The Invincible Iron Man, Volume 8: Unfixable","the invincible iron man, volume 8: unfixable"
14950267,Poorcraft: The Funnybook Fundamentals of Living Well on Less,poorcraft: the funnybook fundamentals of living well on less
6387602,Little Mouse Gets Ready: TOON Level 1,little mouse gets ready: toon level 1
25930782,Amazing Spider-Man (1963-1998) #137,amazing spider-man (1963-1998) #137
32052081,"The Devil is a Part-Timer Manga, Vol. 8 (The Devil is a Part-Timer Manga, #8)","the devil is a part-timer manga, vol. 8 (the devil is a part-timer manga, #8)"
22883807,He's my vampire 3,he's my vampire 3
29555407,Büyücünün Sırrı,büyücünün sırrı
18168846,"Deadman Wonderland, Vol. 1","deadman wonderland, vol. 1"
25987006,Dharma Delight: A Visionary Post Pop Comic Guide to Buddhism and Zen,dharma delight: a visionary post pop comic guide to buddhism and zen
18081351,Grimm Fairy Tales Volume 4,grimm fairy tales volume 4
13595736,Abstraction,abstraction
15707643,That Which Wills,that which wills
3023826,"One-Pound Gospel, Vol. 1 (2nd Edition)","one-pound gospel, vol. 1 (2nd edition)"
28630248,"Batgirl #47 (The New 52 Batgirl, #47)","batgirl #47 (the new 52 batgirl, #47)"
941924,"Judge Dredd Chronicles, #25","judge dredd chronicles, #25"
33252326,Dark Night: A True Batman Story,dark night: a true batman story
18748806,Dylan Dog n. 327: I sonnambuli,dylan dog n. 327: i sonnambuli
32994407,Suicide Squad (2016-) #6,suicide squad (2016-) #6
6409727,"Wolfskin, Volume 1","wolfskin, volume 1"
6409726,"Wolfskin, Vol. 1","wolfskin, vol. 1"
18130418,Naruto n. 47: Il sigillo si rompe,naruto n. 47: il sigillo si rompe
2212954,"The Order, Volume 1: The Next Right Thing","the order, volume 1: the next right thing"
18130414,Naruto n. 46: Il ritorno di naruto,naruto n. 46: il ritorno di naruto
4562299,"Apothecarius Argentum, Vol. 7","apothecarius argentum, vol. 7"
18710296,Velvet #1,velvet #1
18809258,Itty Bitty Hellboy,itty bitty hellboy
18376134,Sky Doll: Lacrima Christi Collection Tomo 2,sky doll: lacrima christi collection tomo 2
18809254,"B.P.R.D. Hell on Earth, Vol. 8: Lake of Fire","b.p.r.d. hell on earth, vol. 8: lake of fire"
2270688,The Beano Book 1972,the beano book 1972
22736457,Final Incal,final incal
449138,"Hunter x Hunter, Vol. 14 (Hunter x Hunter, #14)","hunter x hunter, vol. 14 (hunter x hunter, #14)"
449137,"Hunter x Hunter, Vol. 12 (Hunter x Hunter, #12)","hunter x hunter, vol. 12 (hunter x hunter, #12)"
397641,"Mars, Volume 10","mars, volume 10"
26169808,ハイキュー!! 19 [Haikyū!! 19],ハイキュー!! 19 [haikyū!! 19]
17861035,Watchmen #6: The Abyss Gazes Also,watchmen #6: the abyss gazes also
24689403,"Prophet, Volume 4: Joining","prophet, volume 4: joining"
11114489,X-Men Legacy: Collison,x-men legacy: collison
19790145,The Sandman #61: The Kindly Ones part 5 of 13,the sandman #61: the kindly ones part 5 of 13
965345,The Filth,the filth
24955333,Star Wars - Rebel Heist,star wars - rebel heist
7988925,Deja Vu Jahreszeiten Der Liebe,deja vu jahreszeiten der liebe
4954120,"Bloody Kiss, Volume 1","bloody kiss, volume 1"
13604513,"One Piece, Vol. 8","one piece, vol. 8"
6184925,Dragon Ball Z Box Set,dragon ball z box set
6184924,Dragon Ball Box Set,dragon ball box set
6184927,"Sgt. Frog, Vol. 16 (Sgt. Frog, #16)","sgt. frog, vol. 16 (sgt. frog, #16)"
34311360,Green Lanterns (2016-) #17,green lanterns (2016-) #17
6702073,The Princess and the Pea: The Graphic Novel,the princess and the pea: the graphic novel
18896656,"Avatar: The Last Airbender: The Promise, Part 2 (The Promise, #2)","avatar: the last airbender: the promise, part 2 (the promise, #2)"
18896652,Avatar: The Last Airbender-The Lost Adventures,avatar: the last airbender-the lost adventures
4336224,Drawing is Thinking,drawing is thinking
2855776,The Classic Era of American Comics,the classic era of american comics
25588616,"The Final Bell (Daredevil: Yellow, #6)","the final bell (daredevil: yellow, #6)"
3786224,Mad-Ly Yours,mad-ly yours
657497,The R. Crumb Coffee Table Art Book,the r. crumb coffee table art book
18296765,Beirut 1990: Snapshots of a Civil War,beirut 1990: snapshots of a civil war
556793,Glimmer Rats,glimmer rats
27744238,Chance,chance
6410630,"X-Force, Vol. 2: Old Ghosts","x-force, vol. 2: old ghosts"
10804861,Dios en persona,dios en persona
18738783,Nobles Paysans: Tome 1,nobles paysans: tome 1
30297608,Apocrypha Now!,apocrypha now!
30261150,"Deathstroke, Volume 4: Family Business","deathstroke, volume 4: family business"
